EXPOCODE,SECT,CRUISE,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,CTDPRS,CTDPRS_FLAG_W,CTDDPT,CTDDPT_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDTMP_1,CTDTMP_1_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDSAL_1,CTDSAL_1_FLAG_W,CTDCND,CTDCND_FLAG_W,CTDCND_1,CTDCND_1_FLAG_W,CTDOXY_2,CTDOXY_2_FLAG_W,CTDOXY_3,CTDOXY_3_FLAG_W,CTDOXV_2,CTDOXV_2_FLAG_W,CTDOXV_3,CTDOXV_3_FLAG_W,THETA,THETA_FLAG_W,THETA_1,THETA_1_FLAG_W,SIG0,SIG0_FLAG_W,SIG0_1,SIG0_1_FLAG_W,XMISS,XMISS_FLAG_W,XMISSCP,XMISSCP_FLAG_W,XMISSV,XMISSV_FLAG_W,FLUOR,FLUOR_FLAG_W,TURB,TURB_FLAG_W,CDOM,CDOM_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,OXYGEN_1,OXYGEN_1_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,SILCAT,SILCAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,TCARBN,TCARBN_FLAG_W,TCARBN_1,TCARBN_1_FLAG_W,ALKALI,ALKALI_FLAG_W,ALKALI_1,ALKALI_1_FLAG_W,DNSSAL,DNSSAL_FLAG_W,DNSSAL_1,DNSSAL_1_FLAG_W
-,-,-,UTC,UTC,DEG,DEG,M,-,-,-,-,-,DBAR,-,M,-,ITS-90,-,ITS-90,-,PSS-78,-,PSS-78,-,S/m,-,S/m,-,UMOL/KG,-,UMOL/KG,-,V,-,V,-,DEG C,-,DEG C,-,KG/CUM,-,KG/CUM,-,%TRANCE,-,1/M,-,V,-,UG/L,-,FTU,-,UG/L,-,PSS-78,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,UMOL/KG,-,G/KG,-,,
A14,A6,A14,A10,A5,F8.4,F9.4,I5,A6,I3,A7,A7,I1,F9.1,I1,F9.1,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F11.6,I1,F11.6,I1,F9.2,I1,F9.2,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.4,I1,F9.3,I1,F9.4,I1,F9.4,I1,F9.3,I1,F9.3,I1,F9.3,I1,F9.4,I1,F9.2,I1,F9.2,I1,F9.2,I1,F9.2,I1,F9.2,I1,F9.3,I1,F9.2,I1,F9.1,I1,F9.1,I1,F9.1,I1,F9.1,I1,F9.4,I1,,
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,00:51, 24.8608, 123.8468, 1449,   C10,  1,      4, X12104,2,   1382.8,2,   1369.4,2,   3.8803,2,   3.8790,2,  34.4410,2,  34.4431,2,   3.258277,2,   3.258346,2,    70.92,2,    70.64,2,   0.8743,2,   0.8528,2,   3.7731,2,   3.7719,2,  27.3646,2,  27.3664,2,   99.491,2,   0.0204,2,   4.7061,2,    0.049,2,    0.117,2,    9.784,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,00:51, 24.8608, 123.8468, 1449,   C10,  1,      3, X12103,2,   1382.8,2,   1369.4,2,   3.8727,2,   3.8756,2,  34.4419,2,  34.4437,2,   3.257691,2,   3.258100,2,    70.97,2,    70.70,2,   0.8745,2,   0.8531,2,   3.7656,2,   3.7685,2,  27.3661,2,  27.3673,2,   99.593,2,   0.0163,2,   4.7110,2,    0.049,2,    0.113,2,    9.896,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,00:51, 24.8608, 123.8468, 1449,   C10,  1,      2, X12102,2,   1382.2,2,   1368.8,2,   3.8869,2,   3.8881,2,  34.4407,2,  34.4426,2,   3.258814,2,   3.259082,2,    70.94,2,    70.67,2,   0.8745,2,   0.8531,2,   3.7797,2,   3.7809,2,  27.3638,2,  27.3652,2,   99.731,2,   0.0108,2,   4.7175,2,    0.049,2,    0.072,2,    9.759,2,  34.4399,2,    70.94,2,  -999.00,9,38.85,1,0.01,1,119.52,1,2.754,1,0.08,1,   2339.0,1,   -999.0,9,   2366.8,1,   -999.0,9,  34.6295,2,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,00:51, 24.8608, 123.8468, 1449,   C10,  1,      1, X12109,2,   1382.0,2,   1368.6,2,   3.8796,2,   3.8804,2,  34.4411,2,  34.4435,2,   3.258199,2,   3.258476,2,    70.91,2,    70.63,2,   0.8743,2,   0.8528,2,   3.7725,2,   3.7733,2,  27.3648,2,  27.3666,2,   99.581,2,   0.0168,2,   4.7104,2,    0.049,2,    0.098,2,    9.676,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,      0,   -999,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,  34.3459,2,  -999.00,9,  -999.00,9,0.05,1,0,1,1.11,1,0.032,1,0.08,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     36, A12007,2,     50.2,2,     49.8,2,  25.9333,2,  25.9392,2,  34.6512,2,  34.6536,2,   5.359059,2,   5.360002,2,   201.89,2,   201.72,2,   2.5297,2,   2.4699,2,  25.9221,2,  25.9281,2,  22.7945,2,  22.7944,2,   98.300,2,   0.0686,2,   4.6498,2,    0.525,2,    0.077,2,    2.825,2,  34.6552,2,   201.88,2,  -999.00,9,0.06,1,0.01,1,1.37,1,0.051,1,0.1,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     35, A12006,2,     50.0,2,     49.7,2,  25.9960,2,  25.9991,2,  34.6448,2,  34.6469,2,   5.364694,2,   5.365303,2,   201.88,2,   201.76,2,   2.5320,2,   2.4723,2,  25.9849,2,  25.9879,2,  22.7701,2,  22.7707,2,   98.300,2,   0.0686,2,   4.6498,2,    0.519,2,    0.074,2,    3.054,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     34, A12005,2,     50.0,2,     49.7,2,  25.9903,2,  26.0004,2,  34.6458,2,  34.6468,2,   5.364237,2,   5.365421,2,   201.94,2,   201.71,2,   2.5324,2,   2.4719,2,  25.9792,2,  25.9892,2,  22.7726,2,  22.7703,2,   98.363,2,   0.0660,2,   4.6528,2,    0.517,2,    0.071,2,    2.461,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     33, A12004,2,    705.1,2,    699.4,2,   5.6483,2,   5.6475,2,  34.3350,2,  34.3366,2,   3.377464,2,   3.377530,2,    84.34,2,    84.13,2,   1.0092,2,   0.9894,2,   5.5877,2,   5.5869,2,  27.0784,2,  27.0797,2,   99.137,2,   0.0347,2,   4.6894,2,    0.049,2,    0.104,2,    8.709,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     32, A12003,2,    705.1,2,    699.3,2,   5.6470,2,   5.6477,2,  34.3351,2,  34.3365,2,   3.377355,2,   3.377538,2,    84.28,2,    84.12,2,   1.0088,2,   0.9893,2,   5.5865,2,   5.5872,2,  27.0786,2,  27.0796,2,   99.138,2,   0.0347,2,   4.6894,2,    0.049,2,    0.101,2,    8.795,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     31, A12002,2,   1228.5,2,   1217.1,2,   3.9589,2,   3.9614,2,  34.4376,2,  34.4394,2,   3.258477,2,   3.258843,2,    70.33,2,    70.09,2,   0.8796,2,   0.8586,2,   3.8644,2,   3.8668,2,  27.3527,2,  27.3538,2,   99.684,2,   0.0126,2,   4.7153,2,    0.049,2,    0.051,2,    9.794,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     30, A12001,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     29, X12050,2,     50.0,2,     49.7,2,  26.0033,2,  26.0097,2,  34.6430,2,  34.6453,2,   5.365205,2,   5.366190,2,   201.86,2,   201.86,2,   2.5320,2,   2.4736,2,  25.9922,2,  25.9986,2,  22.7665,2,  22.7662,2,   98.307,2,   0.0683,2,   4.6502,2,    0.482,2,    0.075,2,    3.219,2,  34.6495,2,   201.75,2,   201.74,2,0.03,1,0,1,1.35,1,0.046,1,0.1,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     28, X12128,2,    100.8,2,    100.2,2,  23.1993,2,  23.1996,2,  34.8707,2,  34.8710,2,   5.107392,2,   5.107463,2,   192.90,2,   193.03,2,   2.3328,2,   2.2881,2,  23.1786,2,  23.1790,2,  23.7840,2,  23.7841,2,   99.239,2,   0.0305,2,   4.6942,2,    0.220,2,    0.041,2,    3.800,2,  34.8720,2,   193.12,2,  -999.00,9,1.44,1,0.12,1,2.2,1,0.161,1,0.08,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     27, X12127,2,    100.8,2,    100.1,2,  23.1996,2,  23.1984,2,  34.8704,2,  34.8712,2,   5.107378,2,   5.107365,2,   192.94,2,   192.91,2,   2.3332,2,   2.2869,2,  23.1789,2,  23.1778,2,  23.7836,2,  23.7846,2,   99.241,2,   0.0304,2,   4.6943,2,    0.210,2,    0.041,2,    3.752,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     26, X12126,2,    101.0,2,    100.3,2,  23.2001,2,  23.1973,2,  34.8705,2,  34.8708,2,   5.107459,2,   5.107211,2,   193.02,2,   192.87,2,   2.3339,2,   2.2865,2,  23.1794,2,  23.1766,2,  23.7836,2,  23.7846,2,   99.239,2,   0.0305,2,   4.6942,2,    0.227,2,    0.044,2,    3.699,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     25, X12125,2,    100.9,2,    100.2,2,  23.2071,2,  23.2079,2,  34.8700,2,  34.8701,2,   5.108110,2,   5.108210,2,   193.16,2,   192.96,2,   2.3355,2,   2.2877,2,  23.1864,2,  23.1872,2,  23.7812,2,  23.7810,2,   99.258,2,   0.0298,2,   4.6951,2,    0.209,2,    0.044,2,    3.938,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     24, X12124,2,    201.1,2,    199.7,2,  18.4053,2,  18.4043,2,  34.8460,2,  34.8449,2,   4.621173,2,   4.620939,2,   187.28,2,   186.84,2,   2.1024,2,   2.0676,2,  18.3703,2,  18.3693,2,  25.0623,2,  25.0617,2,   99.740,2,   0.0104,2,   4.7179,2,    0.049,2,    0.033,2,    5.231,2,  34.8432,2,   187.27,2,   187.15,2,4.96,1,0.01,1,4.14,1,0.366,1,0.08,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     23, X12123,2,    403.6,2,    400.7,2,  11.2880,2,  11.2873,2,  34.4143,2,  34.4145,2,   3.890356,2,   3.890314,2,   136.44,2,   136.23,2,   1.4789,2,   1.4582,2,  11.2373,2,  11.2366,2,  26.2764,2,  26.2766,2,   99.753,2,   0.0099,2,   4.7185,2,    0.044,2,    0.037,2,    6.968,2,  34.4132,2,   136.05,2,  -999.00,9,20.98,1,0,1,35.89,1,1.498,1,0.06,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     22, X12122,2,    503.1,2,    499.3,2,   9.1644,2,   9.1661,2,  34.3604,2,  34.3606,2,   3.691118,2,   3.691289,2,   119.86,2,   119.56,2,   1.3089,2,   1.2887,2,   9.1087,2,   9.1103,2,  26.5998,2,  26.5998,2,   99.711,2,   0.0116,2,   4.7165,2,    0.045,2,    0.042,2,    7.612,2,  34.3586,2,   119.43,2,  -999.00,9,26.09,1,0,1,52.51,1,1.868,1,0.03,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     21, X12121,2,    503.2,2,    499.4,2,   9.1603,2,   9.1606,2,  34.3604,2,  34.3606,2,   3.690745,2,   3.690797,2,   119.74,2,   119.43,2,   1.3080,2,   1.2877,2,   9.1046,2,   9.1049,2,  26.6005,2,  26.6007,2,   99.726,2,   0.0110,2,   4.7172,2,    0.045,2,    0.047,2,    7.302,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     20, X12120,2,    503.3,2,    499.4,2,   9.1527,2,   9.1534,2,  34.3605,2,  34.3606,2,   3.690049,2,   3.690124,2,   119.67,2,   119.52,2,   1.3074,2,   1.2882,2,   9.0969,2,   9.0976,2,  26.6018,2,  26.6018,2,   99.722,2,   0.0112,2,   4.7170,2,    0.045,2,    0.044,2,    7.284,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     19, X12119,2,    503.1,2,    499.3,2,   9.1520,2,   9.1521,2,  34.3604,2,  34.3603,2,   3.689975,2,   3.689976,2,   119.66,2,   119.51,2,   1.3073,2,   1.2881,2,   9.0963,2,   9.0964,2,  26.6019,2,  26.6018,2,   99.734,2,   0.0107,2,   4.7176,2,    0.045,2,    0.040,2,    7.607,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     18, X12118,2,    607.7,2,    602.9,2,   7.3486,2,   7.3466,2,  34.3322,2,  34.3322,2,   3.526463,2,   3.526282,2,   102.50,2,   102.48,2,   1.1536,2,   1.1353,2,   7.2890,2,   7.2871,2,  26.8524,2,  26.8527,2,   99.675,2,   0.0130,2,   4.7148,2,    0.047,2,    0.053,2,    8.117,2,  34.3314,2,   102.65,2,  -999.00,9,30.66,1,0.01,1,68.96,1,2.203,1,0.08,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     17, X12117,2,    705.4,2,    699.7,2,   5.6467,2,   5.6470,2,  34.3352,2,  34.3366,2,   3.377356,2,   3.377501,2,    84.27,2,    84.14,2,   1.0087,2,   0.9894,2,   5.5862,2,   5.5865,2,  27.0787,2,  27.0798,2,   99.134,2,   0.0348,2,   4.6892,2,    0.048,2,    0.102,2,    8.844,2,  34.3353,2,    84.15,2,  -999.00,9,34.95,1,0.01,1,89.61,1,2.502,1,0.04,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     16, X12116,2,    909.5,2,    901.7,2,   4.8476,2,   4.8477,2,  34.4014,2,  34.4029,2,   3.320603,2,   3.320739,2,    78.32,2,    78.26,2,   0.9512,2,   0.9318,2,   4.7736,2,   4.7737,2,  27.2264,2,  27.2276,2,   98.870,2,   0.0454,2,   4.6768,2,    0.049,2,    0.184,2,    9.296,2,  34.4011,2,    78.37,2,  -999.00,9,36.67,1,0,1,105.21,1,2.608,1,0.03,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     15, X12115,2,   1007.4,2,    998.5,2,   4.4665,2,   4.4672,2,  34.4179,2,  34.4193,2,   3.292348,2,   3.292533,2,    73.87,2,    73.71,2,   0.9160,2,   0.8958,2,   4.3867,2,   4.3874,2,  27.2822,2,  27.2833,2,   98.950,2,   0.0422,2,   4.6806,2,    0.049,2,    0.124,2,    9.121,2,  34.4170,2,    73.85,2,    73.78,2,37.46,1,0.02,1,111.1,1,2.668,1,0.01,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     14, X12114,2,   1007.6,2,    998.7,2,   4.4671,2,   4.4676,2,  34.4178,2,  34.4194,2,   3.292408,2,   3.292582,2,    73.85,2,    73.69,2,   0.9159,2,   0.8957,2,   4.3873,2,   4.3878,2,  27.2821,2,  27.2833,2,   98.952,2,   0.0421,2,   4.6806,2,    0.049,2,    0.144,2,    9.247,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     13, X12113,2,   1007.6,2,    998.7,2,   4.4660,2,   4.4667,2,  34.4179,2,  34.4192,2,   3.292309,2,   3.292487,2,    73.83,2,    73.71,2,   0.9158,2,   0.8958,2,   4.3862,2,   4.3869,2,  27.2822,2,  27.2832,2,   98.909,2,   0.0439,2,   4.6787,2,    0.049,2,    0.140,2,    8.919,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     12, X12112,2,   1007.7,2,    998.8,2,   4.4677,2,   4.4685,2,  34.4177,2,  34.4191,2,   3.292457,2,   3.292644,2,    73.80,2,    73.69,2,   0.9156,2,   0.8957,2,   4.3880,2,   4.3888,2,  27.2820,2,  27.2829,2,   98.924,2,   0.0433,2,   4.6793,2,    0.049,2,    0.140,2,    9.004,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     11, X12111,2,   1211.6,2,   1200.3,2,   4.0322,2,   4.0331,2,  34.4339,2,  34.4355,2,   3.263925,2,   3.264132,2,    70.31,2,    70.06,2,   0.8811,2,   0.8600,2,   3.9385,2,   3.9393,2,  27.3422,2,  27.3433,2,   99.732,2,   0.0108,2,   4.7175,2,    0.050,2,    0.049,2,    9.621,2,  34.4349,2,    70.37,2,  -999.00,9,38.57,1,0.01,1,118.08,1,2.751,1,0.01,1,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,     10, X12110,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,      9, X12101,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,      8, X12108,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,      7, X12107,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,      6, X12106,9,   -999.0,9,   -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.000000,9,-999.000000,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.000,9,-999.0000,9,-999.0000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
  49NZ20170529,  NONE,      MR17-03C,06/02/2017,12:18, 24.7619, 122.8436, 1235,   C11,  1,      5, X12105,2,   1228.5,2,   1217.0,2,   3.9579,2,   3.9593,2,  34.4377,2,  34.4395,2,   3.258387,2,   3.258668,2,    70.36,2,    70.12,2,   0.8798,2,   0.8587,2,   3.8633,2,   3.8648,2,  27.3529,2,  27.3542,2,   99.679,2,   0.0128,2,   4.7150,2,    0.049,2,    0.060,2,    9.541,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,-999,9
